"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
stroop_item_stimulus_1,questionnaire_neurological_and_neurogenerativ_919a,"Item 1",radio,"Item 1
Stimulus","oooo, oooo | red, red | green, green | blue, blue | purple, purple | brown, brown",,,,,,,,,,,,
stroop_item_color_1,questionnaire_neurological_and_neurogenerativ_919a,,radio,"Item 1
Color","red, red | green, green | blue, blue | purple, purple | brown, brown",,,,,,,,,,,,
stroop_item_time_1,questionnaire_neurological_and_neurogenerativ_919a,,text,"Item 1
Time Start",,,,,,,,,,,,,
stroop_item_correct_1,questionnaire_neurological_and_neurogenerativ_919a,,radio,"Item 1
Correct?","yes, Yes | no, No",,,,,,,,,,,,
stroop_item_stimulus_2,questionnaire_neurological_and_neurogenerativ_919a,"Item 2",radio,"Item 2
Stimulus","oooo, oooo | red, red | green, green | blue, blue | purple, purple | brown, brown",,,,,,,,,,,,
stroop_item_color_2,questionnaire_neurological_and_neurogenerativ_919a,,radio,"Item 2
Color","red, red | green, green | blue, blue | purple, purple | brown, brown",,,,,,,,,,,,
stroop_item_time_2,questionnaire_neurological_and_neurogenerativ_919a,,text,"Item 2
Time Start",,,,,,,,,,,,,
stroop_item_correct_2,questionnaire_neurological_and_neurogenerativ_919a,,radio,"Item 2
Correct?","yes, Yes | no, No",,,,,,,,,,,,
stroop_item_stimulus_3,questionnaire_neurological_and_neurogenerativ_919a,"Item 3",radio,"Item 3
Stimulus","oooo, oooo | red, red | green, green | blue, blue | purple, purple | brown, brown",,,,,,,,,,,,
stroop_item_color_3,questionnaire_neurological_and_neurogenerativ_919a,,radio,"Item 3
Color","red, red | green, green | blue, blue | purple, purple | brown, brown",,,,,,,,,,,,
stroop_item_time_3,questionnaire_neurological_and_neurogenerativ_919a,,text,"Item 3
Time Start",,,,,,,,,,,,,
stroop_item_correct_3,questionnaire_neurological_and_neurogenerativ_919a,,radio,"Item 3
Correct?","yes, Yes | no, No",,,,,,,,,,,,
stroop_item_stimulus_4,questionnaire_neurological_and_neurogenerativ_919a,"Item 4",radio,"Item 4
Stimulus","oooo, oooo | red, red | green, green | blue, blue | purple, purple | brown, brown",,,,,,,,,,,,
stroop_item_color_4,questionnaire_neurological_and_neurogenerativ_919a,,radio,"Item 4
Color","red, red | green, green | blue, blue | purple, purple | brown, brown",,,,,,,,,,,,
stroop_item_time_4,questionnaire_neurological_and_neurogenerativ_919a,,text,"Item 4
Time Start",,,,,,,,,,,,,
stroop_item_correct_4,questionnaire_neurological_and_neurogenerativ_919a,,radio,"Item 4
Correct?","yes, Yes | no, No",,,,,,,,,,,,
stroop_item_stimulus_5,questionnaire_neurological_and_neurogenerativ_919a,"Item 5",radio,"Item 5
Stimulus","oooo, oooo | red, red | green, green | blue, blue | purple, purple | brown, brown",,,,,,,,,,,,
stroop_item_color_5,questionnaire_neurological_and_neurogenerativ_919a,,radio,"Item 5
Color","red, red | green, green | blue, blue | purple, purple | brown, brown",,,,,,,,,,,,
stroop_item_time_5,questionnaire_neurological_and_neurogenerativ_919a,,text,"Item 5
Time Start",,,,,,,,,,,,,
stroop_item_correct_5,questionnaire_neurological_and_neurogenerativ_919a,,radio,"Item 5
Correct?","yes, Yes | no, No",,,,,,,,,,,,
stroop_item_stimulus_6,questionnaire_neurological_and_neurogenerativ_919a,"Item 6",radio,"Item 6
Stimulus","oooo, oooo | red, red | green, green | blue, blue | purple, purple | brown, brown",,,,,,,,,,,,
stroop_item_color_6,questionnaire_neurological_and_neurogenerativ_919a,,radio,"Item 6
Color","red, red | green, green | blue, blue | purple, purple | brown, brown",,,,,,,,,,,,
stroop_item_time_6,questionnaire_neurological_and_neurogenerativ_919a,,text,"Item 6
Time Start",,,,,,,,,,,,,
stroop_item_correct_6,questionnaire_neurological_and_neurogenerativ_919a,,radio,"Item 6
Correct?","yes, Yes | no, No",,,,,,,,,,,,
stroop_item_stimulus_7,questionnaire_neurological_and_neurogenerativ_919a,"Item 7",radio,"Item 7
Stimulus","oooo, oooo | red, red | green, green | blue, blue | purple, purple | brown, brown",,,,,,,,,,,,
stroop_item_color_7,questionnaire_neurological_and_neurogenerativ_919a,,radio,"Item 7
Color","red, red | green, green | blue, blue | purple, purple | brown, brown",,,,,,,,,,,,
stroop_item_time_7,questionnaire_neurological_and_neurogenerativ_919a,,text,"Item 7
Time Start",,,,,,,,,,,,,
stroop_item_correct_7,questionnaire_neurological_and_neurogenerativ_919a,,radio,"Item 7
Correct?","yes, Yes | no, No",,,,,,,,,,,,
stroop_item_stimulus_8,questionnaire_neurological_and_neurogenerativ_919a,"Item 8",radio,"Item 8
Stimulus","oooo, oooo | red, red | green, green | blue, blue | purple, purple | brown, brown",,,,,,,,,,,,
stroop_item_color_8,questionnaire_neurological_and_neurogenerativ_919a,,radio,"Item 8
Color","red, red | green, green | blue, blue | purple, purple | brown, brown",,,,,,,,,,,,
stroop_item_time_8,questionnaire_neurological_and_neurogenerativ_919a,,text,"Item 8
Time Start",,,,,,,,,,,,,
stroop_item_correct_8,questionnaire_neurological_and_neurogenerativ_919a,,radio,"Item 8
Correct?","yes, Yes | no, No",,,,,,,,,,,,
stroop_item_stimulus_9,questionnaire_neurological_and_neurogenerativ_919a,"Item 9",radio,"Item 9
Stimulus","oooo, oooo | red, red | green, green | blue, blue | purple, purple | brown, brown",,,,,,,,,,,,
stroop_item_color_9,questionnaire_neurological_and_neurogenerativ_919a,,radio,"Item 9
Color","red, red | green, green | blue, blue | purple, purple | brown, brown",,,,,,,,,,,,
stroop_item_time_9,questionnaire_neurological_and_neurogenerativ_919a,,text,"Item 9
Time Start",,,,,,,,,,,,,
stroop_item_correct_9,questionnaire_neurological_and_neurogenerativ_919a,,radio,"Item 9
Correct?","yes, Yes | no, No",,,,,,,,,,,,
stroop_item_stimulus_10,questionnaire_neurological_and_neurogenerativ_919a,"Item 10",radio,"Item 10
Stimulus","oooo, oooo | red, red | green, green | blue, blue | purple, purple | brown, brown",,,,,,,,,,,,
stroop_item_color_10,questionnaire_neurological_and_neurogenerativ_919a,,radio,"Item 10
Color","red, red | green, green | blue, blue | purple, purple | brown, brown",,,,,,,,,,,,
stroop_item_time_10,questionnaire_neurological_and_neurogenerativ_919a,,text,"Item 10
Time Start",,,,,,,,,,,,,
stroop_item_correct_10,questionnaire_neurological_and_neurogenerativ_919a,,radio,"Item 10
Correct?","yes, Yes | no, No",,,,,,,,,,,,
stroop_item_stimulus_11,questionnaire_neurological_and_neurogenerativ_919a,"Item 1",radio,"Item 11
Stimulus","oooo, oooo | red, red | green, green | blue, blue | purple, purple | brown, brown",,,,,,,,,,,,
stroop_item_color_11,questionnaire_neurological_and_neurogenerativ_919a,,radio,"Item 11
Color","red, red | green, green | blue, blue | purple, purple | brown, brown",,,,,,,,,,,,
stroop_item_time_11,questionnaire_neurological_and_neurogenerativ_919a,,text,"Item 11
Time Start",,,,,,,,,,,,,
stroop_item_correct_11,questionnaire_neurological_and_neurogenerativ_919a,,radio,"Item 11
Correct?","yes, Yes | no, No",,,,,,,,,,,,
stroop_item_stimulus_12,questionnaire_neurological_and_neurogenerativ_919a,"Item 12",radio,"Item 12
Stimulus","oooo, oooo | red, red | green, green | blue, blue | purple, purple | brown, brown",,,,,,,,,,,,
stroop_item_color_12,questionnaire_neurological_and_neurogenerativ_919a,,radio,"Item 12
Color","red, red | green, green | blue, blue | purple, purple | brown, brown",,,,,,,,,,,,
stroop_item_time_12,questionnaire_neurological_and_neurogenerativ_919a,,text,"Item 12
Time Start",,,,,,,,,,,,,
stroop_item_correct_12,questionnaire_neurological_and_neurogenerativ_919a,,radio,"Item 12
Correct?","yes, Yes | no, No",,,,,,,,,,,,
stroop_item_stimulus_13,questionnaire_neurological_and_neurogenerativ_919a,"Item 13",radio,"Item 13
Stimulus","oooo, oooo | red, red | green, green | blue, blue | purple, purple | brown, brown",,,,,,,,,,,,
stroop_item_color_13,questionnaire_neurological_and_neurogenerativ_919a,,radio,"Item 13
Color","red, red | green, green | blue, blue | purple, purple | brown, brown",,,,,,,,,,,,
stroop_item_time_13,questionnaire_neurological_and_neurogenerativ_919a,,text,"Item 13
Time Start",,,,,,,,,,,,,
stroop_item_correct_13,questionnaire_neurological_and_neurogenerativ_919a,,radio,"Item 13
Correct?","yes, Yes | no, No",,,,,,,,,,,,
stroop_item_stimulus_14,questionnaire_neurological_and_neurogenerativ_919a,"Item 4",radio,"Item 14
Stimulus","oooo, oooo | red, red | green, green | blue, blue | purple, purple | brown, brown",,,,,,,,,,,,
stroop_item_color_14,questionnaire_neurological_and_neurogenerativ_919a,,radio,"Item 14
Color","red, red | green, green | blue, blue | purple, purple | brown, brown",,,,,,,,,,,,
stroop_item_time_14,questionnaire_neurological_and_neurogenerativ_919a,,text,"Item 14
Time Start",,,,,,,,,,,,,
stroop_item_correct_14,questionnaire_neurological_and_neurogenerativ_919a,,radio,"Item 14
Correct?","yes, Yes | no, No",,,,,,,,,,,,
stroop_item_stimulus_15,questionnaire_neurological_and_neurogenerativ_919a,"Item 5",radio,"Item 15
Stimulus","oooo, oooo | red, red | green, green | blue, blue | purple, purple | brown, brown",,,,,,,,,,,,
stroop_item_color_15,questionnaire_neurological_and_neurogenerativ_919a,,radio,"Item 15
Color","red, red | green, green | blue, blue | purple, purple | brown, brown",,,,,,,,,,,,
stroop_item_time_15,questionnaire_neurological_and_neurogenerativ_919a,,text,"Item 15
Time Start",,,,,,,,,,,,,
stroop_item_correct_15,questionnaire_neurological_and_neurogenerativ_919a,,radio,"Item 15
Correct?","yes, Yes | no, No",,,,,,,,,,,,
vocabulary_session_id,questionnaire_neurological_and_neurogenerativ_6ced,"Questionnaire - Metadata",text,"Session ID",,,,,,,,,,,,," @READONLY"
vocabulary_started_at,questionnaire_neurological_and_neurogenerativ_6ced,,text,"Questionnaire Started At",,,,,,,,,,,,," @READONLY"
vocabulary_recording_acoustic_task_id,questionnaire_neurological_and_neurogenerativ_6ced,,text,"Acoustic Task ID",,,,,,,,y,,,,," @READONLY"
vocabulary_completed_at,questionnaire_neurological_and_neurogenerativ_6ced,,text,"Questionnaire Completed At
",,,,,,,,,,,,," @READONLY"
vocabulary_duration,questionnaire_neurological_and_neurogenerativ_6ced,,text,"Questionnaire Duration (seconds)",,,,,,,,,,,,," @READONLY"
vocabulary_item_word_1,questionnaire_neurological_and_neurogenerativ_6ced,"Item 1",radio,"Item 1
Word","boil, boil | duckling, duckling | cupboard, cupboard | workbench, workbench | agreeable, agreeable | swear, swear | cap, cap | unwire, unwire | guitarist, guitarist | hardcover, hardcover | broccoli, broccoli | unsolved, unsolved | coral, coral | gladiator, gladiator | monkey, monkey | jobless, jobless | capitalization, capitalization | selfish, selfish | emptiness, emptiness | pain, pain | brainpower, brainpower | lettuce, lettuce | wartime, wartime | newsboy, newsboy | equipment, equipment | sensation, sensation | burglar, burglar | idiotic, idiotic | spoils, spoils | belong, belong | greeter, greeter | screech, screech | tardy, tardy | viewing, viewing | heating, heating | homeward, homeward | payment, payment | refereeing, refereeing | canyon, canyon | nutmeg, nutmeg | birdcage, birdcage | killer, killer | waistband, waistband | mutter, mutter | specific, specific | clerk, clerk | orphaned, orphaned | bat, bat | bakeshop, bakeshop | hilarious, hilarious | cheeseburger, cheeseburger | able, able | morning, morning | tradition, tradition | jean, jean | merry, merry | sunset, sunset | stand, stand | sportsmanlike, sportsmanlike | superstitious, superstitious | weightless, weightless | vibration, vibration | spotless, spotless | plank, plank | pebble, pebble | wastebasket, wastebasket | envy, envy | hammer, hammer | sun, sun | whole, whole | faucet, faucet | cursive, cursive | tire, tire | perch, perch | invitation, invitation | continent, continent | membership, membership | scramble, scramble | wood, wood | pheasant, pheasant | anonymous, anonymous | strategic, strategic | polling, polling | combustion, combustion | remembrance, remembrance | obscure, obscure | cleric, cleric | outrank, outrank | absolution, absolution | priesthood, priesthood | critic, critic | uncensored, uncensored | hobbyist, hobbyist | perilous, perilous | irate, irate | global, global | hovel, hovel | sophomore, sophomore | dirham, dirham | keen, keen | fuddle, fuddle | battlewagon, battlewagon | entail, entail | scarab, scarab | dank, dank | guarantee, guarantee | adjuster, adjuster | enliven, enliven | biodegradable, biodegradable | enfold, enfold | amputee, amputee | trench, trench | ovation, ovation | unsuitable, unsuitable | suburban, suburban | memento, memento | inevitable, inevitable | marine, marine | uncorrupted, uncorrupted | mystique, mystique | behemoth, behemoth | marshland, marshland | unaltered, unaltered | minority, minority | illicit, illicit | stockbroker, stockbroker | luster, luster | contort, contort | crimping, crimping | finery, finery | feminist, feminist | hallmark, hallmark | showy, showy | tarantella, tarantella | restaurateur, restaurateur | uncanny, uncanny | kilter, kilter | legislation, legislation | illogical, illogical | entirety, entirety | irreparable, irreparable | itinerary, itinerary | concept, concept | quivering, quivering | plagiarize, plagiarize | effectiveness, effectiveness | portrayal, portrayal | civilization, civilization | variation, variation | omen, omen | teriyaki, teriyaki | oligarch, oligarch | compartmentalize, compartmentalize | lemma, lemma | aquaplane, aquaplane | homicidal, homicidal | editorialize, editorialize | inkling, inkling | valency, valency | mesosphere, mesosphere | distillate, distillate | deduce, deduce | deformation, deformation | puerile, puerile | cynical, cynical | surreal, surreal | denigrate, denigrate | unconventionally, unconventionality | maceration, maceration | jocularity, jocularity | poignant, poignant | subornation, subornation | heliotrope, heliotrope | clef, clef | exudation, exudation | inequitable, inequitable | lox, lox | loyalist, loyalist | immutable, immutable | conga, conga | affirmation, affirmation | pejorative, pejorative",,,,,,,,,,,,
